track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Bip Bip,https://open.spotify.com/track/73XuHgCCWeG9xVQTGGfyxR,Bip Bip,https://open.spotify.com/album/69bn20UloS5fQKpAzs4WL0,BAWS,https://open.spotify.com/artist/3AJxg1LAMYLSbiTvuoGXgK,2021-12-23,144466,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Bs,https://open.spotify.com/track/0QgWg0PqHSZrXtbROjFKWZ,Bs,https://open.spotify.com/album/0QqSaxWfGnlf1cEVhlv3QD,Oras Sattar,https://open.spotify.com/artist/7CZtgfwlF64ys2ilQfhrkT,2021-12-23,196992,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Chanak Maie,https://open.spotify.com/track/295ovqtdTp6hfkm9vdoe6b,Chanak Maie,https://open.spotify.com/album/06a1Roqbrkl7c6bfIBlZHF,Asad AlFaris,https://open.spotify.com/artist/2Onv3ddpJN6BIpxpE4Drh3,2022-05-13,181173,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Dabrole Dam3a,https://open.spotify.com/track/5k1u7jIpoKQSR90fbiJINY,Dabrole Dam3a,https://open.spotify.com/album/64iTFqHAC2Ag4PGTV3AkZW,Jafar Al Ghazal,https://open.spotify.com/artist/33FJbhlNRNQIBQdlSF91sr,2022-06-01,227544,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Dag El Galb,https://open.spotify.com/track/1YZwEiO1KyH9IFHwrMSl6u,Dag El Galb,https://open.spotify.com/album/69Ezh1ncGl5mV9C6Yj7NE3,Hussain Aljassmi,https://open.spotify.com/artist/1TcEy92Hugt8o9STqUDz2D,2021-12-23,190400,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Dai Alkomar,https://open.spotify.com/track/48gQ8RYW4HRkmzLRwnNxsC,Dai Alkomar,https://open.spotify.com/album/2FV4sjYYhZd8RfVL4QwyFB,"Mohamed AlSalim, Daffy","https://open.spotify.com/artist/5Zkp6UaHTafGRXROGj6W0S, https://open.spotify.com/artist/1riWTPKcSkoy6FkEqs1ohC",2023-01-31,167276,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Daiman,https://open.spotify.com/track/1zvSqMpUbktNbtNKVD3CIH,Daiman,https://open.spotify.com/album/788RiwaYqxD5ipbJODPd8w,Ali Saber,https://open.spotify.com/artist/6kNbn4f4j3Uhd79CGCmcFK,2024-09-05,213600,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Dam Rasak,https://open.spotify.com/track/7p9XzKJgRVoFSclb4rtirn,Dam Rasak,https://open.spotify.com/album/6UDXOrXiBPyd1nO0hi5BsV,Hasan Al Hayel,https://open.spotify.com/artist/0kFt9AEb81FjfcZYySEIit,2021-12-23,181820,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Daqeqa w 3am,https://open.spotify.com/track/1XTbPVrq3N4xmviSRKLr1P,Daqeqa w 3am,https://open.spotify.com/album/0Y545sQM8fPudYGBAzlmuj,Humam Ibrahim,https://open.spotify.com/artist/5G8jeOHN04AHRt5Ln3kbX4,2022-02-17,194759,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Darb El Sad,https://open.spotify.com/track/3hx65WepvPot9JCOS6v7dx,Darb El Sad,https://open.spotify.com/album/2HxDgePGbP8ROQzJ2FibIw,Jafar Al Ghazal,https://open.spotify.com/artist/33FJbhlNRNQIBQdlSF91sr,2023-01-10,162320,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Dawaat Ommi,https://open.spotify.com/track/6OrLPYtHDYFhxHk6U37txh,Dawaat Ommi,https://open.spotify.com/album/3EgU8ghFMlAaGYdpX2wcVM,Ali Saber,https://open.spotify.com/artist/6kNbn4f4j3Uhd79CGCmcFK,2024-04-26,336471,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Echtaket Elak,https://open.spotify.com/track/3mYaMQ2mFOM7bj6g4e9fsz,Echtaket Elak,https://open.spotify.com/album/6tz1eTQ7Efa0i7oQLzSxF2,Saif Nabeel,https://open.spotify.com/artist/2i8aIAYY0wCKbFYWiihztK,2024-01-02,254243,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Echtaket Elak,https://open.spotify.com/track/7byRqI4ooaE0DYS63LLxrd,Echtaket Elak,https://open.spotify.com/album/6OGqf6Dl8cKLUiqyldp1In,Saif Nabeel,https://open.spotify.com/artist/2i8aIAYY0wCKbFYWiihztK,2023-05-05,254243,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Edaaily Ansak,https://open.spotify.com/track/0DpLsWfTP35x7Qyoxm1zNx,Edaaily Ansak,https://open.spotify.com/album/75T5jMz1R3llv8P8SVXC9q,Dumooa Tahseen,https://open.spotify.com/artist/0453pwQTyMdU2a66fCFaUQ,2022-07-19,198401,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Eii Enta,https://open.spotify.com/track/2IUrw2RUKWwxP71q5GwmJL,Eii Enta,https://open.spotify.com/album/1G3NhiDpVHLKvQZdwZeIiO,Aseel Hameem,https://open.spotify.com/artist/10bqdRYq6Ha83UeU77iXAo,2022-02-11,308341,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Eish Hayatak,https://open.spotify.com/track/4hK51YeHEbVb5dsM27Gnqx,Eish Hayatak,https://open.spotify.com/album/2f640PgnXmEFaTBzGOCk4Z,Mahmoud Al Turky,https://open.spotify.com/artist/1GVRoyErxhZGdvmOKGO7W7,2023-06-26,221176,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ekhtalafna,https://open.spotify.com/track/1YIHmuC6XZRZuLIblrCv0F,Ekhtalafna,https://open.spotify.com/album/5dymvl1IGkANKYZkAMTbJT,Qusai Hatem,https://open.spotify.com/artist/0FXMhCXO21QJNYSU9ZJOLO,2021-12-23,223902,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
El Barha,https://open.spotify.com/track/2vyRQqSjCIfODAyqntNjlG,El Barha,https://open.spotify.com/album/5N18SA94PoeUQTeNfZ8eeN,Mahmoud Al Turky,https://open.spotify.com/artist/1GVRoyErxhZGdvmOKGO7W7,2022-05-31,242640,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
El Basrah Deratkom,https://open.spotify.com/track/70oDODFvWgXmG0xkkMPAvh,El Basrah Deratkom,https://open.spotify.com/album/1dXkaX93cYXNKfk0NfoHpw,Husam Al Rassam,https://open.spotify.com/artist/4WSDfufVR7neAAJngREPth,2023-01-18,204000,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
El Danbos,https://open.spotify.com/track/7qrklTq7meUEtxoWvQ4Szo,El Danbos,https://open.spotify.com/album/2Mw0drSusWl1evvmIXutX3,"Jalal Al Zain, Ali El Sheekh","https://open.spotify.com/artist/2FJoZRKDb3AokC3SITAV8E, https://open.spotify.com/artist/18m9MbROBNKMf8Ux9nBvew",2021-12-23,216800,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
El Goumar,https://open.spotify.com/track/4aRnftb6BwBRaEetiowhMu,El Goumar,https://open.spotify.com/album/6JcdtS4WeYrcM9UpXBstM0,Saif Nabeel,https://open.spotify.com/artist/2i8aIAYY0wCKbFYWiihztK,2024-01-02,184287,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
El Goumar,https://open.spotify.com/track/6TC2P6Nw8yn9fKKPTjjkM9,El Goumar,https://open.spotify.com/album/3xMJN5P46bFonTmWSbWteW,Saif Nabeel,https://open.spotify.com/artist/2i8aIAYY0wCKbFYWiihztK,2023-09-22,184287,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
El Habibi Mushtaq,https://open.spotify.com/track/1bT1Mx7NwM0NJIAXrsBgQt,El Habibi Mushtaq,https://open.spotify.com/album/5Y6JAbVNP2wQg9Tvs4gEc0,"Raed Abd, Chiro Elghareeb","https://open.spotify.com/artist/5anrnfRIBTVnh8rsIehKLs, https://open.spotify.com/artist/11dl5OMmOsf5eaus5C6lYF",2021-12-23,148400,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
EL Sadma,https://open.spotify.com/track/2XsoShrfdgAbytTboETWIY,EL Sadma,https://open.spotify.com/album/0q6xXgSgbfgL0CgcTZzU93,Humam Ibrahim,https://open.spotify.com/artist/5G8jeOHN04AHRt5Ln3kbX4,2023-12-29,192679,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
EL Thoq AL Helw,https://open.spotify.com/track/1djs1SBvrnSFsuLySiGTHu,EL Thoq AL Helw,https://open.spotify.com/album/2lxYEVZGgHRxIdc4hMWDid,Aseel Hameem,https://open.spotify.com/artist/10bqdRYq6Ha83UeU77iXAo,2022-05-06,228750,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
El Zorof,https://open.spotify.com/track/1l4uvmncXoL2a8rGBTp85J,El Zorof,https://open.spotify.com/album/4jfqzJUtgLvfsLCkij0UIF,Waleed Al Aasal,https://open.spotify.com/artist/6kTNe99aqGfMsQDJjvpd7g,2021-12-23,246073,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Eleshrah Elghiha,https://open.spotify.com/track/0URvUqpTQ0LL2912CPBSoc,Eleshrah Elghiha,https://open.spotify.com/album/586x9WVxxnUSYKk2QZIoOQ,Raad And Methaq,https://open.spotify.com/artist/2TS6Y2HXkANqlIC7ZNi5zq,2023-09-29,230136,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Eli W Bas,https://open.spotify.com/track/3fpEyYxdyQx85agEsmwO55,Eli W Bas,https://open.spotify.com/album/5OcjOoaCpgqXVIl75RRgHt,Ahmed Jozi,https://open.spotify.com/artist/2UJj51oYPoSej5kE75b4vF,2022-03-24,166567,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Elk Nathir,https://open.spotify.com/track/0wgEd2trLis21up4IPj6hs,Elk Nathir,https://open.spotify.com/album/4Tg7ogpzAMwVlVhrOPhVBx,Saif Amer,https://open.spotify.com/artist/748f0zL5X2KNapx8K93SUq,2022-08-10,257091,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Endi Rooh,https://open.spotify.com/track/1D01O8Tk05AZtAPqMQQT7C,Endi Rooh,https://open.spotify.com/album/7HiwjvsxLEWs1IEZ6VK2J9,Aseel Hameem,https://open.spotify.com/artist/10bqdRYq6Ha83UeU77iXAo,2022-03-30,221492,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ensan,https://open.spotify.com/track/0xWfFxP3NZu1RIC3kSh2LN,Ensan,https://open.spotify.com/album/4GJS5Vp8fCNkQkEtDG2S94,Assala Nasri,https://open.spotify.com/artist/6MQnUjIjnIOfHDFzqBJOAl,2024-06-18,248674,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Enta,https://open.spotify.com/track/0vdAd6VLdK6Ln606IuirH6,Enta,https://open.spotify.com/album/4KMVSLQYqrR45A4lCRlkDJ,Saif Nabeel,https://open.spotify.com/artist/2i8aIAYY0wCKbFYWiihztK,2023-05-26,203022,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Enta,https://open.spotify.com/track/2OfuMF4Sl6lTYPRb4sqOAL,Enta,https://open.spotify.com/album/0tlQsB1cVlpn9ERL2eipmW,Saif Nabeel,https://open.spotify.com/artist/2i8aIAYY0wCKbFYWiihztK,2024-01-02,203022,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Enta Al Houb,https://open.spotify.com/track/1wEBbzQry9zlhJeuXaBapa,Enta Al Houb,https://open.spotify.com/album/5pgBxuVTiZEzLPx01VULti,Bassam Mahdi,https://open.spotify.com/artist/3n6hTwcg7nmNCmHl1sHeCO,2023-06-26,189522,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Enta Gheir,https://open.spotify.com/track/54FelQ6xi1QjP3PcsKB8Eb,Enta Gheir,https://open.spotify.com/album/3QYmHo0ILA2kXnVlNBg1vO,Ali Leo,https://open.spotify.com/artist/3syttYlmeD3RTKBv0dGrcf,2021-12-23,213846,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Enta Serri,https://open.spotify.com/track/6XrqFzMqnJaztJ92k33Cjd,Enta Serri,https://open.spotify.com/album/2JCMV9jimnAs4NAVYIWESc,"Mohamed AlSalim, Hamza Al Mahmdawi","https://open.spotify.com/artist/5Zkp6UaHTafGRXROGj6W0S, https://open.spotify.com/artist/4fClSImakiSPnfxOa4NOiW",2023-04-22,176000,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Enta Tfooz,https://open.spotify.com/track/1C25BZZEYagX26ImIPWnGV,Enta Tfooz,https://open.spotify.com/album/7uW1QLJXNbraTZc8cz22XY,"Evan Naji, DJ Dvlz","https://open.spotify.com/artist/2zgE2v3Zdc8CCFqATOA08Q, https://open.spotify.com/artist/5J0Es2qO9wTUsTmgLeeQZg",2022-11-24,211636,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Enta W Thamrak,https://open.spotify.com/track/14x0OIi2vtEr4ElXWTgNM4,Enta W Thamrak,https://open.spotify.com/album/7AjsDQughvx6uMOpPW3d3z,Aseel Hameem,https://open.spotify.com/artist/10bqdRYq6Ha83UeU77iXAo,2022-09-30,226429,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Enti Eshqi,https://open.spotify.com/track/2gwo58ZwBLQPtovCvjbpT6,Enti Eshqi,https://open.spotify.com/album/5XrMTzrtRPsZuf7qxJftam,Ali Deyaa,https://open.spotify.com/artist/3WiY9YaIqpl9Xzc39LoZGS,2023-12-29,228433,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Er7am 7ali,https://open.spotify.com/track/6SgEZAjgJCjqunDi1bKJfR,Er7am 7ali,https://open.spotify.com/album/7bzq1yir1DHiQSS8E2B5hX,Saria Al Sawas,https://open.spotify.com/artist/3FxDJmY1Dj5bgaGunLoyaZ,2022-06-09,271191,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Erjaa Habibi,https://open.spotify.com/track/1xiIRisLA9xvJgEK3w64Ft,Erjaa Habibi,https://open.spotify.com/album/1ek4BlMt0gZxkXoyjln3RJ,Yasser Abd Alwahab,https://open.spotify.com/artist/6257KWddv5693NK51w7iXa,2021-12-23,207400,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Eshagtak,https://open.spotify.com/track/2PaI1Yc8Tt0cGI8NG1wcQe,Eshagtak,https://open.spotify.com/album/1IJ8KRUc9fUJlfEKk8umQT,Yasser Abd Alwahab,https://open.spotify.com/artist/6257KWddv5693NK51w7iXa,2023-09-22,205894,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Eshthakarak Biya,https://open.spotify.com/track/5R9ugpDgxc6KKDmDbrl61V,Eshthakarak Biya,https://open.spotify.com/album/0h3ANZyC0oafJwO3rOfb1N,Balqees,https://open.spotify.com/artist/6arfS6PinvWKGyMd1AqgFI,2023-12-29,208981,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ethkart,https://open.spotify.com/track/22g7S2odtoInanZZMAP4Dx,Ethkart,https://open.spotify.com/album/5gNs2z7e2NbM76jZN9WOs4,Mohamed AlSalim,https://open.spotify.com/artist/5Zkp6UaHTafGRXROGj6W0S,2022-06-07,195295,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Etizal Alnaas,https://open.spotify.com/track/423jRyo6H9vDd9NJc8B2D2,Etizal Alnaas,https://open.spotify.com/album/3Oy24FjGx4jLtJkJrVWPNz,Yasser Abd Alwahab,https://open.spotify.com/artist/6257KWddv5693NK51w7iXa,2023-02-28,199343,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Etlaa Aghati,https://open.spotify.com/track/10juBpJzpYj5v0fd6rPJUx,Etlaa Aghati,https://open.spotify.com/album/4CZhwExlvM6ij99vFei40Q,Mustafa Al Rabeii,https://open.spotify.com/artist/0jqaRKpjya9UYjDMK6Bg0j,2022-05-13,184747,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Eza Endak Waqt,https://open.spotify.com/track/3HTxsFcxKgH0mENxyBezBN,Eza Endak Waqt,https://open.spotify.com/album/5CD5ZcTnebSduZWZ077ilg,Husam Al Rassam,https://open.spotify.com/artist/4WSDfufVR7neAAJngREPth,2023-04-26,281237,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Faqadat Alnaas,https://open.spotify.com/track/7iWqQCX3MhmwapUzPoqmdj,Faqadat Alnaas,https://open.spotify.com/album/19GaPl9gfEK41QlrENJVOD,Mahmoud Al Turky,https://open.spotify.com/artist/1GVRoyErxhZGdvmOKGO7W7,2021-12-23,188965,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Feal Madey,https://open.spotify.com/track/6cSa8DLoUgXAIsQnqqad8H,Feal Madey,https://open.spotify.com/album/58QqYgmn1ZWQvkpAsWF7zn,Tayseer Al Safeer,https://open.spotify.com/artist/4PQeohrT8GInzKC3wJFGLa,2022-01-21,182200,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Fouq Elhad,https://open.spotify.com/track/0y5G2hTZujYnVyaiTCj0Fl,Fouq Elhad,https://open.spotify.com/album/3aIlJNpOXScScBjD0I9TGW,"Abdallah Al Bader, Deyaa Al Maialy","https://open.spotify.com/artist/6giOGFNMPXlwcHcjT3TUeC, https://open.spotify.com/artist/5gq0eVYiBb6VoqpxImQLNj",2021-12-23,175375,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ghadr El Bashar,https://open.spotify.com/track/7I8ZzWtrCKMN7EUiVDNz5P,Ghadr El Bashar,https://open.spotify.com/album/5B8d4bRxb2Knr6cbVct3Py,Muhannad Khalaf,https://open.spotify.com/artist/7dhc5bHorRHHPuM5SvCKIt,2023-07-17,222500,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ghaltan Ghaltan,https://open.spotify.com/track/7FL9mXY6W6SPsFvWwhSLVd,Ghaltan Ghaltan,https://open.spotify.com/album/5R6fPHaacsEuy9FCId2MTF,Ali Saber,https://open.spotify.com/artist/6kNbn4f4j3Uhd79CGCmcFK,2024-05-02,232528,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ghannili Ya Hussain,https://open.spotify.com/track/2Izws8auHSM9MZwyyXit4a,Ghannili Ya Hussain,https://open.spotify.com/album/636COZGHEOYKsqB3vxh5YX,Hussain Ghazal,https://open.spotify.com/artist/1dbZLkKMOFCuCouMiGfXXF,2023-05-10,263513,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Gher Any,https://open.spotify.com/track/0az73QKySqn6l23TWoljUt,Gher Any,https://open.spotify.com/album/5HkpOu0MwwMcQdo6DUA5CQ,Hatem Al Iraqi,https://open.spotify.com/artist/0yLMdeDY9aaF6R5V8EO99D,2022-06-07,222440,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ghyabe Wagaak,https://open.spotify.com/track/1XePTZCLsOggdc8ABNl81J,Ghyabe Wagaak,https://open.spotify.com/album/72Lvo8ez65pAReNdGyCPkv,Dalia,https://open.spotify.com/artist/3UYi1C1wbSZq4OXbaTdMZD,2022-01-01,246341,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Gissah,https://open.spotify.com/track/6i7tFmWmfP0Un7nPIkSpaY,Gissah,https://open.spotify.com/album/2mWcaTK4MDGlSDrvOnPy9x,Aseel Hameem,https://open.spotify.com/artist/10bqdRYq6Ha83UeU77iXAo,2023-03-14,59327,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ha Khouya,https://open.spotify.com/track/1eEWmjCWjFtWhL36HKdjsc,Ha Khouya,https://open.spotify.com/album/6XQsDdlTch6XLivTtooFzL,Rahma Riad,https://open.spotify.com/artist/1JrJQz0AlGYbLxBnOEWfLx,2023-03-24,177247,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Habib Rohi,https://open.spotify.com/track/1BdoXfvRxhBZ11NtdRW3Im,Habib Rohi,https://open.spotify.com/album/7mfZ7wvLmIpwNE9cY0uQtN,Waleed Al Shami,https://open.spotify.com/artist/05LLsyiJRSjBpe54u0jJRz,2021-12-23,308880,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Hai El Resala,https://open.spotify.com/track/0YHeI00TOV6j4sb9F9fFN1,Hai El Resala,https://open.spotify.com/album/7e6FLXKMPWzRIdrUJmaW14,Ali Arnoos,https://open.spotify.com/artist/1ICLYRvDbaXOGR17fhTQKq,2021-12-23,195500,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Hala Wallah,https://open.spotify.com/track/0CW5JdaXMKgZP0KUJ4fNt2,Hala Wallah,https://open.spotify.com/album/2rIpKtnFsrlLunNFcHIO4f,Mahmoud Al Turky,https://open.spotify.com/artist/1GVRoyErxhZGdvmOKGO7W7,2023-01-18,163000,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Halaa Bel Ghali,https://open.spotify.com/track/725jIHfBfhBDhGiz4YbNIk,Halaa Bel Ghali,https://open.spotify.com/album/7vXcEY4tHpE3aWjD8O28QG,Mohamed AlSalim,https://open.spotify.com/artist/5Zkp6UaHTafGRXROGj6W0S,2022-05-13,210789,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Halak Wain,https://open.spotify.com/track/2m4A4sEjBLpo4CFx8MisWJ,Halak Wain,https://open.spotify.com/album/0EwUPfMmH97t5bteqLpIQf,Waleed Al Shami,https://open.spotify.com/artist/05LLsyiJRSjBpe54u0jJRz,2023-04-22,136515,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Halfatra,https://open.spotify.com/track/7l6G8GPGHbyobhz4RNAFQH,Halfatra,https://open.spotify.com/album/3kqgvcKUopYj5jIi2HguUq,Ahmed Jawad,https://open.spotify.com/artist/4ZOVwS1XAGOXCKAqTFmsBP,2021-12-23,226153,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Haseb Ghyabak,https://open.spotify.com/track/1eZImGhD4sHApPSRgJNiWV,Haseb Ghyabak,https://open.spotify.com/album/0UqAdB36886xiT0bWxLsOF,Mustafa Al Rabeii,https://open.spotify.com/artist/0jqaRKpjya9UYjDMK6Bg0j,2023-12-29,181599,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Hasid Ruhi,https://open.spotify.com/track/4iAkXgXx62xHIxgLeUxQJl,Hasid Ruhi,https://open.spotify.com/album/5pwWK0rAarPm3OBcg86Qzv,Mahmoud Al Turky,https://open.spotify.com/artist/1GVRoyErxhZGdvmOKGO7W7,2022-11-12,212857,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Hatha Elshog,https://open.spotify.com/track/1lUCqzlZvfi2aFS5EZMwJb,Hatha Elshog,https://open.spotify.com/album/26MNNiLNBmJ51vGRYuX9Df,Dumooa Tahseen,https://open.spotify.com/artist/0453pwQTyMdU2a66fCFaUQ,2022-11-05,218181,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Hawel Taof,https://open.spotify.com/track/5NRRB0hTDQQo953KAQvs0m,Hawel Taof,https://open.spotify.com/album/0jUrAi8X3csj7B7BRIaVU1,Karar Mohamed,https://open.spotify.com/artist/6Hl4Hv6nzDifw6SogShouS,2022-03-03,225306,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Helem Geffey,https://open.spotify.com/track/2F48MRUip6OrIEs2vJ0QVA,Helem Geffey,https://open.spotify.com/album/1V23wqZu0pJmJ3TANpCycg,Mahmoud Al Turky,https://open.spotify.com/artist/1GVRoyErxhZGdvmOKGO7W7,2024-05-02,194018,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Helo Hal Shuur,https://open.spotify.com/track/3uISh70Fop6BaAEQTpfUSW,Helo Hal Shuur,https://open.spotify.com/album/7JHeEldInEzQ2mWDDYeCWv,Rahma Riad,https://open.spotify.com/artist/1JrJQz0AlGYbLxBnOEWfLx,2023-09-19,274967,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Helwah W Samra,https://open.spotify.com/track/4w7ckJ5kLxaGUo7UUFVXtj,Helwah W Samra,https://open.spotify.com/album/5dpyo1HGF6vl99NDdGjdXH,Yasser Abd Alwahab,https://open.spotify.com/artist/6257KWddv5693NK51w7iXa,2023-12-05,201818,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Henain,https://open.spotify.com/track/3suQDOXGODa1MrFFnvJtFv,Henain,https://open.spotify.com/album/0sTZwBd1iLGi7BAraWy0ex,Assala Nasri,https://open.spotify.com/artist/6MQnUjIjnIOfHDFzqBJOAl,2021-12-23,188653,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Heya Ghalta,https://open.spotify.com/track/66OSm9VA64mWnW5y4TtxKa,Sawaha,https://open.spotify.com/album/4SuZtMvNjMHag9xGnzbTrP,Ali Saber,https://open.spotify.com/artist/6kNbn4f4j3Uhd79CGCmcFK,2021-12-23,237366,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Heyya Ala Allah,https://open.spotify.com/track/2TW62JI3FoBG6NUrMH83cg,Heyya Ala Allah,https://open.spotify.com/album/1Soc8OCAxYycuELmaLibGV,Diana Karazon,https://open.spotify.com/artist/3faPN9ZqiY5AFpYAe8WqGE,2022-01-20,196773,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Hob Ahtikar,https://open.spotify.com/track/5RBTO0rCpltFobnou4cwJj,Hob Ahtikar,https://open.spotify.com/album/3FnWWKR5ulIqaGBXM1LTUu,Mohanad Al Marsoomi,https://open.spotify.com/artist/1slDivlRCooYvl3me2fg2H,2024-05-09,206822,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
