track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
بشر جذاب,https://open.spotify.com/track/2suDDctIHTYB0kST9Fr2B9,بشر جذاب,https://open.spotify.com/album/7bJUnmJQsDKjOEICBZXzBy,Dumooa Tahseen,https://open.spotify.com/artist/0453pwQTyMdU2a66fCFaUQ,2023-01-31,223333,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
تبسي,https://open.spotify.com/track/1fdwrQdInEatnElvOZVuEL,تبسي,https://open.spotify.com/album/3oMSpM04MvEJPbrBCjbpRT,KHALIFA OG,https://open.spotify.com/artist/0dNsEdHWYo7jFACFABQOWs,2022-01-05,177345,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
حبيب الروح,https://open.spotify.com/track/6lIDkcFjQS0BHCHtWQLOcb,حبيب الروح,https://open.spotify.com/album/0la0QrYoP0h4WdmL7qik9H,"Bassam Mahdi, Ali Saber","https://open.spotify.com/artist/3n6hTwcg7nmNCmHl1sHeCO, https://open.spotify.com/artist/6kNbn4f4j3Uhd79CGCmcFK",2025-02-07,268121,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
خالتك مو زينة,https://open.spotify.com/track/6uS7J693t7hfZRr8jj0efp,خالتك مو زينة,https://open.spotify.com/album/1P0Wlz91Z5HEA0xgnGgFSu,"Nasrat Albader, غصين سبيروس","https://open.spotify.com/artist/0pepBeoErqYbqiCEMqFoKu, https://open.spotify.com/artist/4QncRPuvQ9vOuiJAxUEGHx",2022-01-05,291157,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
دخيلك ارجع,https://open.spotify.com/track/6KMMgPgvhpIssOttUciCpL,دخيلك ارجع,https://open.spotify.com/album/3wCN6wClWNnN4wTuEgnLi4,Karar Salah,https://open.spotify.com/artist/7rIhO4AYbAaZlGQeMAAFg5,2023-09-22,191808,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
سوالف قبل,https://open.spotify.com/track/4dnKDh8KXg7o0WQFAYVpVq,سوالف قبل,https://open.spotify.com/album/4QBmOhhTwWsay8vSO7wqvU,Dumooa Tahseen,https://open.spotify.com/artist/0453pwQTyMdU2a66fCFaUQ,2024-06-18,221671,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
شي خيالي,https://open.spotify.com/track/7vY3YrizWZrTxUvrpkOiPl,شي خيالي - Single,https://open.spotify.com/album/1Tm3jeCXOe6LyQwErdfsYg,Faisal Abdulkareem,https://open.spotify.com/artist/5jFvzkcrrV8TqpRo2sMRuK,2021-12-23,272111,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
عايش بيك,https://open.spotify.com/track/5o6YB79ykoBierbnPsAj97,عايش بيك,https://open.spotify.com/album/6dJLJRqDIEVQFfEqLWFIyh,Mohammed Kareem,https://open.spotify.com/artist/6QuzMPf0Oi2xct379VkfZN,2022-03-11,195021,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
عمري معاه,https://open.spotify.com/track/5FocyaDKGbWXWHmX9rESXS,عمري معاه,https://open.spotify.com/album/3GKBk0aFdDA9JcyNIvPEZN,"Muhanad Asir, Nour Al Zain","https://open.spotify.com/artist/6ZHUebEY5oYuWHCif6ETjK, https://open.spotify.com/artist/3zjyoiXHu5SgwtRHU7GcMH",2022-01-14,232454,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
عيد الحب,https://open.spotify.com/track/2HrkQ9pLjKwqzwxd8bnBzn,عيد الحب,https://open.spotify.com/album/2EyfpDN9Ru1oNml8jNSYpJ,Kadim Al Sahir,https://open.spotify.com/artist/5FXMkwsloHI5c05GIkWpuK,2025-02-13,211000,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
كلشي تقدر,https://open.spotify.com/track/1b4Luec2loblh0H2iwcqCh,كلشي تقدر,https://open.spotify.com/album/3vgFjKSdY2E5Q8KKiNJCuf,Majid Almohandis,https://open.spotify.com/artist/2YquYFTCdzTnrcxZzzrNbj,2024-01-02,246812,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
مقهورين مني,https://open.spotify.com/track/22aBA60qudBOPSqkPZ5gJd,مقهورين مني,https://open.spotify.com/album/3dgvVkYKn0HaAnJ4x6hQR8,Sara Al Zakaria,https://open.spotify.com/artist/3kHLrXBjNt9F3bo9ABGvpv,2024-05-09,175760,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
ممكن ترد,https://open.spotify.com/track/6EMnLaL2KJ2tpgocU8qpv2,ممكن ترد,https://open.spotify.com/album/3jHsjXStlxPnjLQxL6pgUr,سارة سلمان,https://open.spotify.com/artist/0bmkMt7WF8R7eBdVq67WTI,2024-04-12,169894,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
من فدوه لضحكته,https://open.spotify.com/track/4DG0ry7yjuSn8MVRgbLwys,حاتم العراقي ٢٠٢٣ - الجزءالأول,https://open.spotify.com/album/7ug9CI0dD9otnTYpQ0Ng6K,Hatem Al Iraqi,https://open.spotify.com/artist/0yLMdeDY9aaF6R5V8EO99D,2023-06-29,210000,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
مو حرام,https://open.spotify.com/track/65j4yTnvmKkcNCvRmXfqjA,مو حرام,https://open.spotify.com/album/1aJXH3vn38aCw2Yx547PLl,مهند المرسومي,https://open.spotify.com/artist/7xzXw59hc1bIsERylCT2Tu,2023-06-29,177333,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
ناري,https://open.spotify.com/track/2rKrBAXd7STYoXjmy11n7F,ناري,https://open.spotify.com/album/59uFRxATMsk4vr2HsMZMMy,احمد ستار,https://open.spotify.com/artist/3FqD6nZUigSJdLQvgWoK2E,2025-01-22,205482,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
نقطة ضعفي,https://open.spotify.com/track/5g4cD3l594h6Yt0SKHgkru,نقطة ضعفي,https://open.spotify.com/album/3yK0AyiXZLkLhLJrhxeD4k,Saif Amer,https://open.spotify.com/artist/748f0zL5X2KNapx8K93SUq,2024-02-06,234005,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
وين انتي,https://open.spotify.com/track/5alJua7mQrq94nPL5cQgxE,وين انتي,https://open.spotify.com/album/1nevYJu64FZmfQH3UnPMs6,Ghaith Sabah,https://open.spotify.com/artist/7ktjzPxDqpXT76PMmIHIyT,2023-09-29,115461,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
٪ الف,https://open.spotify.com/track/3BDipuLlBQzjPJiMS5lrdF,٪ الف,https://open.spotify.com/album/53clXxawrkTOuQvDQxUsp7,Essa Almarzoug,https://open.spotify.com/artist/5F0AQAjsHjjT67OBz9GLuz,2022-06-20,181533,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
