track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Temporary (feat. Don Toliver),https://open.spotify.com/track/0bTiLwSo2xmhA6BcCXTOkx,Since I Have A Lover,https://open.spotify.com/album/4ixavb1zLBMERcEWfsy8oC,"6LACK, Don Toliver","https://open.spotify.com/artist/4IVAbR2w4JJNJDDRFP3E83, https://open.spotify.com/artist/4Gso3d4CscCijv0lmajZWs",2023-04-06,178333,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
That's Amore,https://open.spotify.com/track/4I4aQGNJ2HufloNtB65nxR,"Dean Martin: The Capitol Recordings, Vol. 4 (1952-1954)",https://open.spotify.com/album/5jQlSnsavt8afiXBFDNE8I,Dean Martin,https://open.spotify.com/artist/49e4v89VmlDcFCMyDv9wQ9,2023-12-11,190400,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
The Switch,https://open.spotify.com/track/567i99pRwCcuu8ukhYbqJv,The Missing Peace,https://open.spotify.com/album/1K9fJvIjA5fnKo6KmOTss1,Mikhala Jené,https://open.spotify.com/artist/1wbags12HDkfPHnyyH5Qiy,2023-07-27,227599,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
The Weight,https://open.spotify.com/track/00bOhb4584JjyfTiXX81mO,Soul Folk In Action,https://open.spotify.com/album/6zv0vPPNWxgi8UvKsSWztL,The Staple Singers,https://open.spotify.com/artist/7xGGqA85UIWX1GoTVM4itC,2023-12-11,275640,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
This Christmas,https://open.spotify.com/track/4gg8cqMICsKsLBE6R36pP7,Def The Halls,https://open.spotify.com/album/0wV5Edyo92gZMKvEPpxUAc,Mikhala Jené,https://open.spotify.com/artist/1wbags12HDkfPHnyyH5Qiy,2022-12-19,199717,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
This Is,https://open.spotify.com/track/2zuDMKJ2rSgCMtJknUJBZ9,Heart On My Sleeve (Deluxe Edition),https://open.spotify.com/album/5PSR9tquibfWRiWVSkn6qD,Ella Mai,https://open.spotify.com/artist/7HkdQ0gt53LP4zmHsL0nap,2023-05-22,206429,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
This Will Be (An Everlasting Love),https://open.spotify.com/track/0PDCewmZCp0P5s00bptcdd,Inseparable,https://open.spotify.com/album/1eTNYVS06XwHjwMssf6Fsx,Natalie Cole,https://open.spotify.com/artist/5tTsrGPwQRWUsHR2Xf7Ke9,2023-12-11,171960,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Tipsy,https://open.spotify.com/track/3rshg8fOyT2sjPZy7mnhlZ,Tipsy,https://open.spotify.com/album/1ppJv1ob2g180U4mHFJ8lc,Jacquees,https://open.spotify.com/artist/4tMm1dU6Gn04VAZ9ClHcIZ,2022-11-28,173426,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
"Tom's Diner - 7"" Version",https://open.spotify.com/track/4sutLmjkVKRN6pOAMo2joC,The Best Of Suzanne Vega - Tried And True,https://open.spotify.com/album/7dC869HdAWI9T2jmNy7zqO,"DNA, Suzanne Vega, Neal Slateford, Nick Batt","https://open.spotify.com/artist/2rGm8R7YDTbqDCVlNssQyL, https://open.spotify.com/artist/3X0tJzVYoWlfjLYI0Ridsw, https://open.spotify.com/artist/4a09epliVikRqsBczNwZb2, https://open.spotify.com/artist/1VOvPysGbgHhsfKA6NaKnl",2023-12-11,227866,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Trigger Protection Mantra,https://open.spotify.com/track/10OJeHia1lrq7OCY2lSJiP,Trigger Protection Mantra,https://open.spotify.com/album/2NGGOdyDlyb4bu3vqQqF83,Jhené Aiko,https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk,2022-06-09,414106,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Try Peace...,https://open.spotify.com/track/26H5U6YRMbzunMgCe89r0s,Try Peace...,https://open.spotify.com/album/3qThDnd30yCBWBmpu4nE8Y,Tiana Major9,https://open.spotify.com/artist/1Naqgo0HMRoumRP0e2MXD9,2022-06-09,220151,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Turn Off The Light,https://open.spotify.com/track/4gM2BugovNf4bvXdjZODzG,"Whoa, Nelly! (Expanded Edition)",https://open.spotify.com/album/0emt7fmxNjW3lb37nTOXR0,Nelly Furtado,https://open.spotify.com/artist/2jw70GZXlAI8QzWeY2bgRc,2023-12-11,276066,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Twist And Shout - Remastered 2009,https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l,Please Please Me (Remastered),https://open.spotify.com/album/3KzAvEXcqJKBF97HrXwlgf,The Beatles,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,2023-12-11,155226,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Violin,https://open.spotify.com/track/7eRDTkDUO5UVWgla9Max4h,Mission Bell,https://open.spotify.com/album/07HizW0Hwz3rDY9aDtoLXS,Amos Lee,https://open.spotify.com/artist/0QrowybipCKUDnq5y10PD2,2023-12-11,318840,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Walking On Sunshine,https://open.spotify.com/track/05wIrZSwuaVWhcv5FfqeH0,Katrina & The Waves,https://open.spotify.com/album/1UQG78YJjaBySRMh0A8Uw7,Katrina & The Waves,https://open.spotify.com/artist/2TzHIUhVpeeDxyJPpQfnV3,2023-12-11,238733,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Waste My Time,https://open.spotify.com/track/6Vt2v8xwxcGqAOcTKlBeWo,age/sex/location,https://open.spotify.com/album/7dE9Pf7HRgMOCeVSWnA9ZC,Ari Lennox,https://open.spotify.com/artist/1vaQ6v3pOFxAIrFoPrAcom,2023-01-30,163700,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Waterloo,https://open.spotify.com/track/3Dy4REq8O09IlgiwuHQ3sk,Waterloo,https://open.spotify.com/album/5gSBDA6ufk8UZejT4XR7av,ABBA,https://open.spotify.com/artist/0LcJLqbBmaGUft1e9Mm8HV,2023-12-11,168960,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
What It Is (feat. Ari Lennox),https://open.spotify.com/track/4tUEHNvFibqNk0No4s7q6v,Hello Poison,https://open.spotify.com/album/75ROXu2vbXVKe3OLeW54yS,"Arin Ray, Ari Lennox","https://open.spotify.com/artist/6TvjXbopXg71XRM9OZWqUc, https://open.spotify.com/artist/1vaQ6v3pOFxAIrFoPrAcom",2022-06-09,145141,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
What It Is (Solo Version),https://open.spotify.com/track/73RbfOTJIjHzi2pcVHjeHM,What It Is (Versions),https://open.spotify.com/album/71MqBkcflJ1Rz1SHo8XSi5,Doechii,https://open.spotify.com/artist/4E2rKHVDssGJm2SCDOMMJB,2023-05-22,189824,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
What You Wanna Try,https://open.spotify.com/track/526fD9LiAEi3KKvhhYfWmm,Masego,https://open.spotify.com/album/2Og05vfN0U9RcT4mLeOW9S,Masego,https://open.spotify.com/artist/3ycxRkcZ67ALN3GQJ57Vig,2023-04-06,159242,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Wicked Games,https://open.spotify.com/track/0TYhf0MgEj4YJaKwo5c4Km,Selfless,https://open.spotify.com/album/3mt812NnyqmyhujjNNT1oP,Kiana Ledé,https://open.spotify.com/artist/7jZMxhsB8djyIbYmoiJSTs,2022-06-09,181266,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Wicked Games - Sped Up,https://open.spotify.com/track/2gD25C4hWZoQeGNlfqCAK2,Wicked Games (Sped Up),https://open.spotify.com/album/4C5wHfZutXxy8BlqegHYHw,"Kiana Ledé, Speed Radio, Esteve","https://open.spotify.com/artist/7jZMxhsB8djyIbYmoiJSTs, https://open.spotify.com/artist/1YzaVDzA3EdEipDSUeNQER, https://open.spotify.com/artist/5vxQVYuckN4XHIB46zPvXy",2023-05-23,156600,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Worth It,https://open.spotify.com/track/7yeAu4xPWoTOGwQlQpgNZA,Worth It,https://open.spotify.com/album/4gA30BEiTEYzHesXLSBbJc,Amber Mark,https://open.spotify.com/artist/0tbeZu9lv8YEKSQ9tZSslu,2022-06-09,258526,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Yamz,https://open.spotify.com/track/0IQ3KOas5wGRregqoMb9HF,Yamz,https://open.spotify.com/album/5BICne3tfhmbtGhJ01vgyJ,"Masego, Devin Morrison","https://open.spotify.com/artist/3ycxRkcZ67ALN3GQJ57Vig, https://open.spotify.com/artist/4AgZVM5339ZoMyg38nYyYW",2022-06-09,245071,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
You (feat. Fireboy DML),https://open.spotify.com/track/6NhNuqfnXWCvwVPBF6zyOX,Fridayy,https://open.spotify.com/album/3J0B3BYdp5fRKHYn3N4Awf,"Fridayy, Fireboy DML","https://open.spotify.com/artist/7sP4SQ0WY6jfps1I19Ot7i, https://open.spotify.com/artist/75VKfyoBlkmrJFDqo1o2VY",2023-09-18,251053,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
You Get What You Give,https://open.spotify.com/track/1Cwsd5xI8CajJz795oy4XF,Maybe You've Been Brainwashed Too,https://open.spotify.com/album/13btXEnBerpA1UjIVtsMAR,New Radicals,https://open.spotify.com/artist/0Grjlu7ncIuCaSYvCs9fcd,2023-12-11,300773,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
You Never Visit Me - Single Version,https://open.spotify.com/track/04nzvWWsX2TDl0mjpBVeWd,You Never Visit Me,https://open.spotify.com/album/31B0I1DLGYsV7RF2Dszunr,Masego,https://open.spotify.com/artist/3ycxRkcZ67ALN3GQJ57Vig,2022-12-19,230906,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
